ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Convertible bonds (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),symbol,Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Investments in associate companies,Less: Provision for diminuation in value of long term investments,Tangible fixed assets,Intagible fixed assets,Other Assets,Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,Capital,Reserves,Foreign Currency Difference reserve
AAA,2025,4,4532817492410.0,1617746098453,234400000000.0,1504656772541.0,943451289416.0,232563332000.0,8358787241343.0,299000000000.0,2781815430712,1270445671373.0,495965434449,1068252783224.0,12891604733753,6812374373990,3279775954320.0,3532598419670.0,6079230359763,6079230359763.0,18751291534.0,551744950554,610805516396.0,12891604733753,399960128545.0,313086500000.0,944450213533.0,0.0,80481616464.0,3937427300000.0,3937427300000,0.0,1129878560761.0,132096768159.0,1901174752227.0,125013712056.0,931694291185.0,30456248808.0,59217026715.0,358217026715.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2025,3,4377037083396.0,1741373916584,186400000000.0,1531251902335.0,757283181389.0,160728083088.0,7864700594492.0,299000000000.0,2787129259488,1285597312797.0,490734695546,1125689658349.0,12241737677888,6223854505750,3110747143104.0,3113107362646.0,6017883172138,6017883172138.0,18751291534.0,471371548675,629951696575.0,12241737677888,486392463050.0,186000000000.0,757283181389.0,0.0,80481616464.0,3937427300000.0,3937427300000,0.0,1030799788482.0,126881101409.0,1837584426517.0,132867942956.0,983548619799.0,30456248808.0,53769516253.0,363187659909.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2025,2,4553020197155.0,1706426051965,229407600000.0,1475454681315.0,987232373973.0,154499489902.0,7606507839458.0,299000000000.0,2811033855000,1272812518644.0,471212967601,1120107660283.0,12159528036613,6314821127450,3190439932889.0,3124381194561.0,5844706909163,5844706909163.0,18751291534.0,453286006746,591511829777.0,12159528036613,568507483830.0,20000000000.0,987232373973.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1049114542787.0,146540910813.0,1857118597790.0,140722173857.0,968546871232.0,30456248808.0,49769111022.0,348769111022.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2025,1,4793960251895.0,2106077190958,166190744500.0,1551510885796.0,827536022226.0,142645408415.0,7390793127094.0,358500000000.0,2761543900470,1288373702912.0,560680486783,796420488348.0,12184753378989,6147473304346,3056908025337.0,3090565279009.0,6037280074643,6037280074643.0,18751291534.0,594090173477,649389862313.0,12184753378989,757805242346.0,1500000000.0,827589373521.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1351917515112.0,121551366911.0,2043921126528.0,148576404757.0,633457666864.0,30456248808.0,30871204736.0,389371204736.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,4,6426369244563.0,2419517905105,718639358712.0,1801012289922.0,1286443372106.0,200756318718.0,7341846339892.0,358500000000.0,3037270806863,1303970692613.0,254217998561,1136863151319.0,13768215584455,7531941631255,4132594319010.0,3399347312245.0,6236273953200,6236273953200.0,18751291534.0,539311728597,902455310817.0,13768215584455,548902941301.0,1500000000.0,1288143128446.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1339620732954.0,135152896271.0,2554855324899.0,156430635657.0,966201588541.0,30376592621.0,26148137968.0,384648137968.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,3,6956714508528.0,1945532019980,1346697394178.0,2303218872955.0,1138806271275.0,222459950140.0,6075525235098.0,358500000000.0,2717470957150,1324944634827.0,273912623253,955164387362.0,13032239743626,6955710255283,4136418106173.0,2819292149110.0,6076529488343,6076529488343.0,18751291534.0,269844663327,1022402946905.0,13032239743626,740033832744.0,290325328767.0,1139066069693.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,779984342981.0,151267936143.0,2801596271811.0,43205589496.0,897925186661.0,49976592621.0,19413131805.0,377913131805.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,2,6152632538191.0,2188093990715,1318382250000.0,1585450329064.0,890797021045.0,169908947367.0,6115223219397.0,343300250000.0,1916572415553,1340350302192.0,1343884550537,881415303958.0,12267855757588,6105593398756,3607913079905.0,2497680318851.0,6162262358832,6162262358832.0,18751291534.0,782172256083,585026551130.0,12267855757588,655264859253.0,106738000000.0,891770591173.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,547451539393.0,154634275729.0,2510129835339.0,44736658042.0,823302978572.0,0.0,10409193733.0,353709443733.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2024,1,5504717598034.0,2017366509375,197451050000.0,2530441102546.0,604260563714.0,155198372399.0,6181900412655.0,398934150000.0,1964597358066,1358591960902.0,1353097235679,879836245565.0,11686618010689,5623021220528,3411149443389.0,2211871777139.0,6063596790161,6063596790161.0,18751291534.0,693519845467,586511698011.0,11686618010689,698841814064.0,759308754048.0,605617802847.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,329579423872.0,115433010516.0,2382591097052.0,46267726588.0,816694523674.0,0.0,6590980260.0,405525130260.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,4,5688336332807.0,2435058282465,1079609986000.0,1232500178273.0,760810693155.0,180357192914.0,5846639913087.0,77154150000.0,1946902023233,1317371277837.0,1328045371157,873382788410.0,11534976245894,5614689992713,3746883819114.0,1867806173599.0,5920286253181,5920286253181.0,18751291534.0,565860941388,571368089756.0,11534976245894,343902777299.0,63067844806.0,762527847268.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,358670895783.0,144718492819.0,2625493361173.0,57203184735.0,801064621258.0,0.0,5143119278.0,84392803593.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,3,5858655780805.0,1689712971535,1391367436000.0,1922463914793.0,690502336003.0,164609122474.0,5751606062962.0,143345750000.0,1998478887675,468794498332.0,1317954806265,827567134188.0,11610261843767,5162454215090,3206291903677.0,1956162311413.0,6447807628677,6447807628677.0,18751291534.0,893732261191,772208164353.0,11610261843767,317819969095.0,296549690310.0,704118740818.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1099098717329.0,118527164622.0,2055450182038.0,58981737219.0,762222868167.0,0.0,9859920408.0,153205670408.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,2,6040107176096.0,1367496215370,1506625000000.0,1379548589695.0,1559082860922.0,227354510109.0,5189927737183.0,111910000000.0,2062651076560,477372811811.0,1306032417107,900076803830.0,11230034913279,4885759889773,3596439506682.0,1289320383091.0,6344275023506,6344275023506.0,18751291534.0,797055737811,770159411296.0,11230034913279,329637197645.0,59897289636.0,1582848352787.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1143790699303.0,266498373972.0,2103986867520.0,60714229541.0,834027705706.0,0.0,7987139470.0,119897139470.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2023,1,5674658316737.0,1827056484454,697156000000.0,1848856141722.0,1135368241370.0,166221449191.0,5227312943630.0,51940160000.0,2018003467301,487328076836.0,1582738207943,301051591601.0,10901971260367,4670840550735,3265392932493.0,1405447618242.0,6231130709632,6231130709632.0,44744930000.0,773594528190,660472823778.0,10901971260367,283889830619.0,385493358986.0,1154741772552.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1228962193450.0,145738903079.0,2166459218015.0,31449319555.0,265933929708.0,0.0,15734185186.0,137514792584.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,4,5623485000285.0,1655456757815,436156000000.0,1551890327952.0,1776319126153.0,203662788365.0,5157831431634.0,940160000.0,2077458744071,497283341861.0,1494090455165,308638603479.0,10781316431919,4613713019899,3195249080486.0,1418463939413.0,6167603412020,6167603412020.0,44744930000.0,717576194474,651740713232.0,10781316431919,256752902117.0,176995600000.0,1846699548793.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1242368724012.0,147950965344.0,1887821444978.0,32469590996.0,270203822136.0,0.0,15735626640.0,86913682992.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,3,6138746931264.0,1353251366894,436156000000.0,1953273833748.0,2158635136318.0,237430594304.0,5139248523054.0,20000000000.0,1932240625546,499800506889.0,1399487037545,298391234547.0,11277995454318,4882951646543,3326090788653.0,1556860857890.0,6395043807775,6395043807775.0,44744930000.0,817221849987,781210013532.0,11277995454318,330166643975.0,438869500000.0,2158635136318.0,0.0,80481616464.0,3822744960000.0,3822744960000,0.0,1385773140280.0,137717980454.0,2021311451391.0,33489862437.0,260202008337.0,17432479452.0,15933076028.0,107195713558.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,2,5808222903667.0,1020615568519,461156000000.0,2213600227647.0,1910442387300.0,202408720201.0,5119501983546.0,0.0,1993981354776,509061137434.0,1328019487262,307920744143.0,10927724887213,5337317566503,3996286768740.0,1341030797763.0,5590407320710,5590407320710.0,44744930000.0,756325262940,718777866614.0,10927724887213,294306624209.0,279288799999.0,1925460191272.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,1159642207370.0,139711640962.0,2390694768419.0,34510133879.0,269073386524.0,123752479452.0,15926573228.0,85387374158.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2022,1,5562193645295.0,1549911273413,461156000000.0,2348160848783.0,1042196865390.0,160768657709.0,4914883371635.0,13390050000.0,2056372616664,518130196694.0,943436624332,295194174127.0,10477077016930,5103178395965,3838441760839.0,1264736635126.0,5373898620965,5373898620965.0,44744930000.0,712807348143,558394575559.0,10477077016930,663295939185.0,246463950000.0,1042196865390.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,1164711621851.0,193173188077.0,2408188617527.0,35530405320.0,257137750184.0,17432479452.0,16438208698.0,232828224110.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,4,5336715803039.0,1987170712682,436156000000.0,1810385030365.0,965573567309.0,137430492683.0,4654916125530.0,44699588400.0,2100839611952,526347470213.0,569909270071,325676975271.0,9991631928569,4533249592064,3260484568906.0,1272765023158.0,5458382336505,5458382336505.0,26544930000.0,723894567551,646409327235.0,9991631928569,372650796035.0,84906400000.0,965573567309.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,1175997845832.0,147812623494.0,2172872598928.0,36550676761.0,287014288216.0,17995000000.0,16438046128.0,278966433205.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,3,5461324349888.0,1439605995924,11156000000.0,2804651300757.0,1024271430739.0,181639622468.0,4495790870966.0,97001119400.0,2167859389674,423764703921.0,487167006719,295536442376.0,9957115220854,4659393268030,3801512394659.0,857880873371.0,5297721952824,5297721952824.0,26544930000.0,642001836089,564346517617.0,9957115220854,890965927240.0,633444990000.0,1024271430739.0,0.0,80481616464.0,3264344960000.0,3264344960000,0.0,766558966756.0,221778116269.0,2445966609318.0,37570948202.0,257445687452.0,16747330798.0,17126470178.0,193680938752.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,2,5467617108516.0,2214209755238,11156000000.0,1918577752695.0,1131960274006.0,191713326577.0,4174692972811.0,94014542000.0,2234226484099,431815404971.0,478552084639,314088690352.0,9642310081327,4426884790877,3710035034429.0,716849756448.0,5215425290450,5215425290450.0,26544930000.0,666244197560,454318963753.0,9642310081327,702975473222.0,151570190000.0,1131960274006.0,0.0,80481616464.0,2967599740000.0,2967599740000,0.0,614304967906.0,139624271691.0,2790701013738.0,38591219644.0,275406853401.0,16747330798.0,17129077248.0,181186557642.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2021,1,5279713527496.0,967769374300,176256000000.0,2784501446413.0,1166690129425.0,184496577358.0,3899671614948.0,1400000000.0,2267854058668,439985635641.0,491199417821,272243603308.0,9179385142444,5051729751083,4114416685869.0,937313065214.0,4127655391361,4127655391361.0,26544930000.0,624461925263,474808399771.0,9179385142444,697254117869.0,947837432790.0,1166690129425.0,0.0,80481616464.0,2217599740000.0,2217599740000,0.0,823370791373.0,132191581438.0,3141542877800.0,14792187644.0,257354754437.0,17353094158.0,17129667528.0,60663433603.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,4,4451050828524.0,963717122052,713600000000.0,1669170204812.0,946809379604.0,157754122056.0,4118563089369.0,114055000000.0,2325026613214,447748684374.0,533377809163,277269221328.0,8569613917893,4545451942407,3772834861366.0,772617081041.0,4024161975486,4024161975486.0,26544930000.0,568916257156,426375132551.0,8569613917893,790942957319.0,42643890561.0,947201357809.0,0.0,80481616464.0,2217599740000.0,2217599740000,0.0,617146847843.0,106523885106.0,2943359269628.0,15191976499.0,261846885299.0,17353094158.0,17129962668.0,173910564469.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,3,4205633058730.0,238982685166,720904657534.0,2218744590601.0,828614538583.0,198386586846.0,4000543436017.0,138250000000.0,2383104968821,406687571620.0,417733256928,302699699131.0,8206176494747,4239353049643,2795587293037.0,1443765756606.0,3966823445104,3966823445104.0,0.0,643354324705,426501391236.0,8206176494747,638543291761.0,728622625208.0,828614538583.0,0.0,80481616464.0,2111999760000.0,2111999760000,0.0,1297214944627.0,60862829148.0,2170404392079.0,15904880326.0,286794423615.0,265945943589.0,17614940288.0,155864940288.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,2,4344553691137.0,267894557509,727670657534.0,2316599745175.0,897444507113.0,134944223806.0,3442031148277.0,316150000000.0,1986864018217,239089489059.0,182496701830,188794058791.0,7786584839414,4544986504306,3174568932453.0,1370417571853.0,3241598335108,3241598335108.0,0.0,670586342115,234344872256.0,7786584839414,678970729014.0,898492404396.0,897444507113.0,0.0,80481616464.0,1711999760000.0,1711999760000,0.0,1225279196361.0,70965720591.0,2459494332797.0,0.0,188662388275.0,47257112000.0,19095450918.0,335245450918.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2020,1,4556885712745.0,288449896598,840336028767.0,2157057260454.0,1117690136735.0,153352390191.0,3211346013854.0,303850000000.0,2041133677870,234318421562.0,87418469641,193251876387.0,7768231726599,4527286854655,3064318165019.0,1462968689636.0,3240944871944,3240944871944.0,0.0,597394578048,305919884973.0,7768231726599,666946499238.0,656952666849.0,1117690136735.0,0.0,80481616464.0,1711999760000.0,1711999760000,0.0,1331854827553.0,101266475990.0,2422782999176.0,0.0,193062084803.0,0.0,20667470288.0,324517470288.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2019,4,4974037160426.0,349695680985,1193801102192.0,2076686547123.0,1226217495156.0,127636334970.0,3016093225780.0,75700000000.0,2081106576065,222816109964.0,123559449802,198463960700.0,7990130386206,4724198988433,3225628586083.0,1498570402350.0,3265931397773,3265931397773.0,0.0,610562025962,331158506744.0,7990130386206,633032388359.0,536662966849.0,1226569964860.0,0.0,67258859051.0,1711999760000.0,1711999760000,0.0,1374510124549.0,98696555635.0,2397086597833.0,0.0,198274060283.0,0.0,20667470288.0,96367470288.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2019,3,5114262229085.0,232025439569,1111500237504.0,2631685076927.0,992708266118.0,146343208967.0,2823801018553.0,0.0,2126713249523,110474976135.0,46180000000,164897974729.0,7938063247638,4727606491958,3148309419335.0,1579297072623.0,3210456755680,3210456755680.0,0.0,551656902540,334751095375.0,7938063247638,892272466349.0,281721152000.0,992708266118.0,0.0,67258859051.0,1711999760000.0,1711999760000,0.0,1443516244552.0,79228368836.0,2334836538044.0,0.0,164489650772.0,0.0,20667470288.0,20667470288.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2019,2,5566536029038.0,271392032211,1096424484079.0,2903327855891.0,1126772362258.0,168619294599.0,2784771683883.0,0.0,2144952044113,95658391772.0,43180000000,163218545702.0,8351307712921,5129086342647,3454979121357.0,1674107221290.0,3222221370274,3222221370274.0,0.0,573556482848,324702125936.0,8351307712921,912663107595.0,497445582500.0,1127872132637.0,0.0,67258859051.0,1711999760000.0,1711999760000,0.0,1561978272487.0,36648061601.0,2629631283217.0,0.0,162293980769.0,0.0,20936778548.0,20936778548.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2019,1,5617907775211.0,482425462169,733640155312.0,2723205105051.0,1524049539243.0,154587513436.0,2364164973886.0,0.0,2149528468564,0.0,38380000000,53266028773.0,7982072749097,4857799855948,3524154034393.0,1333645821555.0,3124272893149,3124272893149.0,0.0,481202143830,328000004807.0,7982072749097,732797553503.0,486330323580.0,1524049539243.0,0.0,57882870224.0,1711999760000.0,1711999760000,0.0,1320454387728.0,77297401655.0,2627375271180.0,0.0,52689694735.0,0.0,20586202467.0,20586202467.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2018,4,3979369447153.0,645474843425,710906460274.0,1612785115376.0,862749230434.0,147453797644.0,3549797275250.0,0.0,2198807465735,0.0,58380000000,63216753151.0,7529166722403,4548916573712,3206103405725.0,1342813167987.0,2980250148691,2980250148691.0,0.0,265860134664,399364492474.0,7529166722403,531565397491.0,293698169669.0,865499747965.0,0.0,57775383144.0,1711999760000.0,1711999760000,0.0,1342803889822.0,43876545842.0,2492406692801.0,0.0,62507261342.0,0.0,21384352467.0,21384352467.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2018,3,4217517644910.0,655415995968,436539699602.0,1374378419590.0,1632012045354.0,119171484396.0,2467927438122.0,0.0,2242515627789,0.0,40000000000,62625750724.0,6685445083032,3758330813509,3046738247213.0,711592566296.0,2927114269523,2927114269523.0,0.0,191818252307,420342536364.0,6685445083032,330077646355.0,201790309669.0,1632012045354.0,0.0,57775383144.0,1711999760000.0,1711999760000,0.0,711583708910.0,61692740101.0,2379470258877.0,0.0,62625355534.0,0.0,86800000.0,86800000.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2018,2,3249517389758.0,610736511767,406539699602.0,1216552465560.0,900976173096.0,114712539733.0,3240181906882.0,0.0,2257110869796,0.0,40000000000,52006965019.0,6489699296640,3600336216972,2826962893668.0,773373323304.0,2889363079668,2889363079668.0,0.0,185219340327,429231453337.0,6489699296640,303432089790.0,245737603169.0,900976173096.0,0.0,57775383144.0,1671999760000.0,1671999760000,0.0,773364886697.0,32836828451.0,2184523275095.0,0.0,51938380273.0,0.0,86800000.0,86800000.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,2018,1,2378121710833.0,427747817583,30000000000.0,1101805581424.0,728011904178.0,90556407648.0,2408691768768.0,0.0,2296621660253,0.0,0,44295845039.0,4786813479601,3273870677890,2135393276192.0,1138477401698.0,1512942801711,1512942801711.0,0.0,147513217577,260143949319.0,4786813479601,400771559209.0,153512876781.0,728011904178.0,0.0,58084583163.0,835999880000.0,835999880000,0.0,1138477401698.0,27243556954.0,1646054232499.0,0.0,43774047582.0,0.0,0.0,0.0,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2025,4,170425844120.0,26290793239,103000039920.0,6752187896.0,30149649706.0,4233173359.0,30633793305.0,,20890688252,,9583105053,160000000.0,201059637425,2962862113,1860933893.0,1101928220.0,198096775312,198096775312.0,1287760139.0,1995659467,,201059637425,3573000000.0,0.0,30149649706.0,0.0,5837847302.0,123464110000.0,123464110000,,,0.0,0.0,,160000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2025,3,169314740115.0,97287937010,42000039920.0,4615241415.0,19945551663.0,5465970107.0,34526458875.0,,20512278349,,13794180526,220000000.0,203841198990,4765045148,3638214051.0,1126831097.0,199076153842,199076153842.0,1287760139.0,2975037997,,203841198990,378944000.0,0.0,19945551663.0,0.0,5837847302.0,123464110000.0,123464110000,,,15897600.0,0.0,,220000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2025,2,172799352802.0,82993434995,22000039920.0,13464084271.0,49058097243.0,5283696373.0,34956672332.0,,20882491806,,13794180526,280000000.0,207756025134,9079159845,7952328748.0,1126831097.0,198676865289,198676865289.0,1287760139.0,2575749444,,207756025134,119764000.0,0.0,49058097243.0,0.0,5837847302.0,123464110000.0,123464110000,,,1471243505.0,0.0,,280000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2025,1,169754631372.0,67319585495,15000039920.0,6268671892.0,75951721020.0,5214613045.0,36279337670.0,,21292750402,,14646587268,340000000.0,206033969042,8485362740,7403433044.0,1081929696.0,197548606302,197548606302.0,1287760139.0,1447490457,,206033969042,64864000.0,0.0,75951721020.0,0.0,5837847302.0,123464110000.0,123464110000,,,560863638.0,0.0,,340000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2024,4,165582776376.0,62696698955,39920.0,9037864729.0,89003722128.0,4844450644.0,36770462951.0,,21723875683,,14646587268,400000000.0,202353239327,6013144141,4931214445.0,1081929696.0,196340095186,196340095186.0,1287760139.0,238979341,,202353239327,94864000.0,0.0,89003722128.0,0.0,5837847302.0,123464110000.0,123464110000,,,378766550.0,0.0,,400000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2024,3,174016585714.0,51706572075,39920.0,10885566911.0,106907086958.0,4517319850.0,37480258917.0,,22196952417,,14823306500,460000000.0,211496844631,13821910724,12619128893.0,1202781831.0,197674933907,197674933907.0,1287760139.0,1573818062,,211496844631,121681120.0,0.0,106907086958.0,0.0,5837847302.0,123464110000.0,123464110000,,,1920958800.0,0.0,,460000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2024,2,176047135433.0,38666991852,39920.0,8847949206.0,122963036168.0,5569118287.0,37934738486.0,,22591431986,,14823306500,520000000.0,213981873919,15033959399,13831177568.0,1202781831.0,198947914520,198947914520.0,1287760139.0,2846798675,,213981873919,151364000.0,0.0,122963036168.0,0.0,5837847302.0,123464110000.0,123464110000,,,234001953.0,0.0,,520000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2024,1,172321108213.0,27593918232,39920.0,12143043423.0,127476218248.0,5107888390.0,38513678846.0,,23110372346,,14823306500,580000000.0,210834787059,10270995168,9197497388.0,1073497780.0,200563791891,200563791891.0,1287760139.0,4462676046,,210834787059,64864000.0,0.0,127476218248.0,0.0,5837847302.0,123464110000.0,123464110000,,,451795510.0,0.0,,580000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2023,4,173748970806.0,22888984646,5000039920.0,13844480998.0,127268351742.0,4747113500.0,39108508899.0,,23645202399,,14823306500,640000000.0,212857479705,10221677387,9148179607.0,1073497780.0,202635802318,202635802318.0,1287760139.0,6534686473,,212857479705,97864000.0,0.0,127268351742.0,0.0,5837847302.0,123464110000.0,123464110000,,,365202600.0,0.0,,640000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2023,3,178337323741.0,39021631406,13000039920.0,12328820200.0,109886165713.0,4100666502.0,39772493913.0,,24249187413,,14823306500,700000000.0,218109817654,15022813922,13938990351.0,1083823571.0,203087003732,203087003732.0,1287760139.0,6985887887,,218109817654,33000000.0,0.0,109886165713.0,0.0,5837847302.0,123464110000.0,123464110000,,,2887263600.0,0.0,,700000000.0,4134920000.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2023,2,176835262568.0,38547900243,24134959920.0,9233199171.0,100459366342.0,4459836892.0,36178622692.0,,24730236192,,10688386500,760000000.0,213013885260,8886749837,7802926266.0,1083823571.0,204127135423,204127135423.0,1287760139.0,8026019578,,213013885260,100500180.0,0.0,100459366342.0,0.0,5837847302.0,123464110000.0,123464110000,,,687101600.0,0.0,,760000000.0,0.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2023,1,183161474565.0,44814688860,16134959920.0,10520695420.0,107846969826.0,3844160539.0,36938997638.0,,25430611138,,10688386500,820000000.0,220100472203,9494433421,8388393679.0,1106039742.0,210606038782,210606038782.0,1287760139.0,14504922937,,220100472203,0.0,0.0,107846969826.0,0.0,5837847302.0,123464110000.0,123464110000,,,5047536545.0,0.0,,820000000.0,0.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2022,4,180897439215.0,10250896174,53134959920.0,12335204474.0,101871951690.0,3304426957.0,37682103009.0,,26113716509,,10688386500,880000000.0,218579542224,9043271702,7937231960.0,1106039742.0,209536270522,209536270522.0,1287760139.0,13435154677,,218579542224,60000000.0,0.0,101871951690.0,0.0,5837847302.0,123464110000.0,123464110000,,,726377600.0,0.0,,880000000.0,0.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2022,3,185022343337.0,21684620876,93134959920.0,12927848616.0,53541210140.0,3733703785.0,38326748217.0,,26698361717,,10688386500,940000000.0,223349091554,15455347236,14329547414.0,1125799822.0,207893744318,207893744318.0,1287760139.0,11792628473,,223349091554,174056000.0,0.0,53541210140.0,0.0,5837847302.0,123464110000.0,123464110000,,,1734595600.0,0.0,,940000000.0,0.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2022,2,177998697551.0,45710359282,64134959920.0,18799684559.0,45614343657.0,3739350133.0,39213706105.0,,27525319605,,10688386500,1000000000.0,217212403656,11973405300,10680097478.0,1293307822.0,205238998356,205238998356.0,1287760139.0,9137882511,,217212403656,126681000.0,0.0,45614343657.0,0.0,5837847302.0,123464110000.0,123464110000,,,792102100.0,0.0,,1000000000.0,0.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,2022,1,168571428174.0,44826380191,34134959920.0,14605882003.0,71979746681.0,3024459379.0,37184634635.0,,25436248135,,10688386500,1060000000.0,205756062809,9340065338,8123380747.0,1216684591.0,196415997471,196415997471.0,1287760139.0,314881626,,205756062809,172010200.0,0.0,71979746681.0,0.0,5837847302.0,123464110000.0,123464110000,,,2809329673.0,0.0,,1060000000.0,0.0,,,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
